,0
165,6.489059127421399
166,6.489059127421399
167,6.489059127421399
168,6.489059127421399
169,6.489059127421399
170,6.489059127421399
171,6.489059127421399
172,6.489059127421399
173,6.489059127421399
174,6.489059127421399
175,6.489059127421399
176,6.489059127421399
177,6.489059127421399
178,6.489059127421399
179,6.489059127421399
180,6.489059127421399
181,6.489059127421399
182,6.489059127421399
183,6.489059127421399
184,6.489059127421399
185,6.489059127421399
186,6.489059127421399
187,6.489059127421399
188,6.489059127421399
189,6.489059127421399
190,6.489059127421399
191,6.489059127421399
192,6.489059127421399
193,6.489059127421399
194,6.489059127421399
195,6.489059127421399
196,6.489059127421399
197,6.489059127421399
198,7.656441162471296
199,7.656441162471296
200,7.656441162471296
201,7.656441162471296
202,7.656441162471296
203,7.656441162471296
204,7.656441162471296
205,7.656441162471296
206,7.656441162471296
207,7.656441162471296
208,7.656441162471296
209,7.656441162471296
210,7.656441162471296
211,7.656441162471296
212,7.656441162471296
213,7.656441162471296
214,7.656441162471296
215,7.656441162471296
216,7.656441162471296
217,7.656441162471296
218,7.656441162471296
219,7.656441162471296
220,7.656441162471296
221,7.656441162471296
222,7.656441162471296
223,7.656441162471296
224,7.656441162471296
225,7.656441162471296
226,7.656441162471296
227,7.656441162471296
228,7.656441162471296
229,7.656441162471296
230,7.656441162471296
231,7.656441162471296
232,7.656441162471296
233,7.656441162471296
234,7.656441162471296
235,7.656441162471296
236,7.656441162471296
237,7.656441162471296
238,7.656441162471296
239,7.656441162471296
240,7.656441162471296
241,7.656441162471296
242,7.656441162471296
243,7.656441162471296
244,7.656441162471296
245,7.656441162471296
246,7.656441162471296
247,7.656441162471296
248,7.656441162471296
249,7.656441162471296
250,7.656441162471296
251,7.656441162471296
252,7.656441162471296
253,7.656441162471296
254,7.656441162471296
255,7.656441162471296
256,7.656441162471296
257,7.656441162471296
258,7.656441162471296
259,7.656441162471296
260,7.656441162471296
261,7.656441162471296
262,7.656441162471296
263,7.656441162471296
264,7.656441162471296
265,7.656441162471296
266,7.656441162471296
267,7.656441162471296
268,7.656441162471296
269,7.656441162471296
270,7.656441162471296
271,7.656441162471296
272,7.656441162471296
273,7.656441162471296
274,7.656441162471296
275,7.656441162471296
276,7.656441162471296
277,7.656441162471296
278,7.656441162471296
279,7.656441162471296
280,7.656441162471296
281,7.656441162471296
282,7.656441162471296
283,7.656441162471296
284,7.656441162471296
285,7.656441162471296
286,7.656441162471296
287,7.656441162471296
288,7.656441162471296
289,7.656441162471296
290,7.656441162471296
291,7.656441162471296
292,7.656441162471296
293,7.656441162471296
294,7.656441162471296
295,7.656441162471296
296,7.656441162471296
297,7.656441162471296
298,7.656441162471296
299,7.656441162471296
300,7.656441162471296
301,7.656441162471296
302,7.656441162471296
303,7.656441162471296
304,7.656441162471296
305,7.656441162471296
306,7.656441162471296
307,7.656441162471296
308,7.656441162471296
309,7.656441162471296
310,7.656441162471296
311,7.656441162471296
312,7.656441162471296
313,7.656441162471296
314,7.656441162471296
315,7.656441162471296
316,7.656441162471296
317,7.656441162471296
318,7.656441162471296
319,7.656441162471296
320,7.656441162471296
321,7.656441162471296
322,7.656441162471296
323,7.656441162471296
324,7.656441162471296
325,7.656441162471296
326,7.656441162471296
327,7.656441162471296
328,7.656441162471296
329,7.656441162471296
330,7.656441162471296
331,7.656441162471296
332,7.656441162471296
333,7.656441162471296
334,7.656441162471296
335,7.656441162471296
336,7.656441162471296
337,7.656441162471296
338,7.656441162471296
339,7.656441162471296
340,7.656441162471296
341,7.656441162471296
342,7.656441162471296
343,7.656441162471296
344,7.656441162471296
345,7.656441162471296
346,7.656441162471296
347,7.656441162471296
348,7.656441162471296
